From,To,Species,Gene Name,,,,,,,,,Gene stable ID,Transcript stable ID,,,,Elements only in List 2 :
101246272,Solyc01g009500.3,Solanum lycopersicum,uncharacterized LOC101246272(LOC101246272),,,,,,,,,Solyc03g006640.3,Solyc03g006640.3.1,,,,
101249783,Solyc02g086890.3,Solanum lycopersicum,"photosystem I assembly factor PSA3, chloroplastic(LOC101249783)",,,,,,,,,Solyc07g032110.3,Solyc07g032110.3.1,,,,
101253800,Solyc07g008470.3,Solanum lycopersicum,macrophage migration inhibitory factor homolog(LOC101253800),,,,,,,,,Solyc11g012680.2,Solyc11g012680.2.1,,,,
101244092,Solyc07g018240.1,Solanum lycopersicum,elongation of fatty acids protein 3-like(LOC101244092),,,,,,,,,Solyc06g008220.3,Solyc06g008220.3.1,,,,
101267197,Solyc11g069810.2,Solanum lycopersicum,OTU domain-containing protein DDB_G0284757-like(LOC101267197),,,,,,,,,Solyc06g054420.3,Solyc06g054420.3.1,,,,
101244095,Solyc07g045100.1,Solanum lycopersicum,aspartyl protease family protein 2(LOC101244095),,,,,,,,,Solyc10g047950.2,Solyc10g047950.2.1,,,,
101256078,Solyc03g119110.3,Solanum lycopersicum,uncharacterized GPI-anchored protein At4g28100(LOC101256078),,,,,,,,,Solyc08g069020.1,Solyc08g069020.1.1,,,,
101251625,Solyc01g099600.3,Solanum lycopersicum,heavy metal-associated isoprenylated plant protein 35(LOC101251625),,,,,,,,,Solyc02g088660.3,Solyc02g088660.3.1,,,,
101259581,Solyc01g098725.1,Solanum lycopersicum,E3 ubiquitin-protein ligase ATL6(LOC101259581),,,,,,,,,Solyc12g009890.2,Solyc12g009890.2.1,,,,
101256072,Solyc03g059070.3,Solanum lycopersicum,probable receptor-like protein kinase At5g24010(LOC101256072),,,,,,,,,Solyc03g120640.3,Solyc03g120640.3.1,,,,
101259586,Solyc10g005180.3,Solanum lycopersicum,"ycf3-interacting protein 1, chloroplastic(LOC101259586)",,,,,,,,,Solyc04g005695.1,Solyc04g005695.1.1,,,,
101252948,Solyc02g071580.3,Solanum lycopersicum,subtilisin-like protease SBT5.6(LOC101252948),,,,,,,,,Solyc06g074110.3,Solyc06g074110.3.1,,,,
101249306,Solyc10g008980.3,Solanum lycopersicum,"triose phosphate/phosphate translocator, chloroplastic(cTPT)",,,,,,,,,Solyc06g083760.3,Solyc06g083760.3.1,,,,
101249309,Solyc10g006130.1,Solanum lycopersicum,ethylene response factor F.1(ERF36),,,,,,,,,Solyc12g043020.2,Solyc12g043020.2.1,,,,
101260563,Solyc09g011830.3,Solanum lycopersicum,uncharacterized LOC101260563(LOC101260563),,,,,,,,,Solyc12g056220.2,Solyc12g056220.2.1,,,,
101249787,Solyc02g062340.3,Solanum lycopersicum,fructose-bisphosphate aldolase(FBA2),,,,,,,,,Solyc01g081570.3,Solyc01g081570.3.1,,,,
101262744,Solyc01g010000.3,Solanum lycopersicum,ACT domain-containing protein ACR4(LOC101262744),,,,,,,,,Solyc12g088880.2,Solyc12g088880.2.1,,,,
101249304,Solyc09g092460.3,Solanum lycopersicum,receptor-like kinase TMK4(LOC101249304),,,,,,,,,Solyc04g016130.3,Solyc04g016130.3.1,,,,
101244285,Solyc05g006420.3,Solanum lycopersicum,two-component response regulator ARR5(LOC101244285),,,,,,,,,Solyc11g012690.2,Solyc11g012690.2.1,,,,
101268253,Solyc02g064940.1,Solanum lycopersicum,uncharacterized protein At4g06744-like(LOC101268253),,,,,,,,,Solyc05g007480.1,Solyc05g007480.1.1,,,,
101251812,Solyc01g079830.3,Solanum lycopersicum,uncharacterized LOC101251812(LOC101251812),,,,,,,,,Solyc05g055510.3,Solyc05g055510.3.1,,,,
101257118,Solyc01g103460.2,Solanum lycopersicum,Werner Syndrome-like exonuclease(LOC101257118),,,,,,,,,Solyc07g063905.1,Solyc07g063905.1.1,,,,
101256260,Solyc03g034457.1,Solanum lycopersicum,putative E3 ubiquitin-protein ligase SINA-like 6(LOC101256260),,,,,,,,,Solyc09g065590.3,Solyc09g065590.3.1,,,,
101254083,Solyc04g074130.3,Solanum lycopersicum,probable mitochondrial adenine nucleotide transporter BTL3(LOC101254083),,,,,,,,,Solyc09g075460.3,Solyc09g075460.3.1,,,,
101254084,Solyc04g077500.3,Solanum lycopersicum,uncharacterized LOC101254084(LOC101254084),,,,,,,,,Solyc01g058670.3,Solyc01g058670.3.1,,,,
101261624,Solyc05g051230.3,Solanum lycopersicum,tRNA threonylcarbamoyladenosine dehydratase(LOC101261624),,,,,,,,,Solyc04g076800.3,Solyc04g076800.3.1,,,,
101246466,Solyc01g067360.3,Solanum lycopersicum,E3 ubiquitin-protein ligase MIEL1(LOC101246466),,,,,,,,,Solyc08g022030.3,Solyc08g022030.3.1,,,,
101263804,Solyc04g014680.3,Solanum lycopersicum,uncharacterized membrane protein At1g16860-like(LOC101263804),,,,,,,,,Solyc08g042140.3,Solyc08g042140.3.1,,,,
101246465,Solyc09g007570.2,Solanum lycopersicum,transcription factor SRM1-like(LOC101246465),,,,,,,,,Solyc11g012700.2,Solyc11g012700.2.1,,,,
101262956,Solyc01g081480.3,Solanum lycopersicum,uncharacterized LOC101262956(LOC101262956),,,,,,,,,Solyc05g013380.3,Solyc05g013380.3.1,,,,
101245139,Solyc12g040460.2,Solanum lycopersicum,uncharacterized LOC101245139(LOC101245139),,,,,,,,,Solyc06g068010.3,Solyc06g068010.3.1,,,,
101245121,Solyc02g069460.3,Solanum lycopersicum,"photosystem I reaction center subunit III, chloroplastic(LOC101245121)",,,,,,,,,Solyc06g082940.3,Solyc06g082940.3.1,,,,
101246450,Solyc07g062300.3,Solanum lycopersicum,uncharacterized LOC101246450(LOC101246450),,,,,,,,,Solyc02g079980.3,Solyc02g079980.3.1,,,,
101250955,Solyc11g065830.2,Solanum lycopersicum,"dicarboxylate transporter 1, chloroplastic(LOC101250955)",,,,,,,,,Solyc11g066400.1,Solyc11g066400.1.1,,,,
101258434,Solyc11g069430.2,Solanum lycopersicum,aquaporin PIP2-6(PIP2-6),,,,,,,,,Solyc12g014610.2,Solyc12g014610.2.1,,,,
101266087,Solyc02g082340.3,Solanum lycopersicum,RNA polymerase I-specific transcription initiation factor RRN3(LOC101266087),,,,,,,,,Solyc08g081940.3,Solyc08g081940.3.1,,,,
101259766,Solyc07g066390.1,Solanum lycopersicum,"pentatricopeptide repeat-containing protein At1g79080, chloroplastic(LOC101259766)",,,,,,,,,Solyc08g077060.3,Solyc08g077060.3.1,,,,
101256258,Solyc12g017420.2,Solanum lycopersicum,ABC transporter D family member 2(ABCD2),,,,,,,,,Solyc01g079350.3,Solyc01g079350.3.1,,,,
101256250,Solyc11g066050.1,Solanum lycopersicum,dof zinc finger protein DOF5.1(LOC101256250),,,,,,,,,Solyc09g083150.3,Solyc09g083150.3.1,,,,
101257583,Solyc07g065340.1,Solanum lycopersicum,"serine acetyltransferase 1, chloroplastic-like(LOC101257583)",,,,,,,,,Solyc01g091860.3,Solyc01g091860.3.1,,,,
101247302,Solyc12g055970.2,Solanum lycopersicum,endoglucanase 1(LOC101247302),,,,,,,,,Solyc10g005960.1,Solyc10g005960.1.1,,,,
101262961,Solyc10g009570.3,Solanum lycopersicum,"rhodanese-like domain-containing protein 4, chloroplastic(LOC101262961)",,,,,,,,,Solyc03g093460.3,Solyc03g093460.3.1,,,,
101246459,Solyc08g080320.3,Solanum lycopersicum,BAG family molecular chaperone regulator 3-like(LOC101246459),,,,,,,,,Solyc04g054880.3,Solyc04g054880.3.1,,,,
101247789,Solyc03g006030.3,Solanum lycopersicum,probable LRR receptor-like serine/threonine-protein kinase At3g47570(LOC101247789),,,,,,,,,Solyc04g071310.3,Solyc04g071310.3.1,,,,
101246457,Solyc08g069010.3,Solanum lycopersicum,pentatricopeptide repeat-containing protein At5g10690(LOC101246457),,,,,,,,,Solyc04g082680.3,Solyc04g082680.3.1,,,,
101249991,Solyc12g013840.2,Solanum lycopersicum,protein SPA1-RELATED 4-like(LOC101249991),,,,,,,,,Solyc05g006170.3,Solyc05g006170.3.1,,,,
101267382,Solyc12g005470.2,Solanum lycopersicum,transmembrane E3 ubiquitin-protein ligase FLY1-like(LOC101267382),,,,,,,,,Solyc06g082950.3,Solyc06g082950.3.1,,,,
101260747,Solyc08g015780.3,Solanum lycopersicum,ankyrin repeat protein SKIP35(LOC101260747),,,,,,,,,Solyc09g091960.3,Solyc09g091960.3.1,,,,
101267385,Solyc03g033330.3,Solanum lycopersicum,NEP1-interacting protein-like 1(LOC101267385),,,,,,,,,Solyc12g011280.2,Solyc12g011280.2.1,,,,
101257134,Solyc11g022460.2,Solanum lycopersicum,FT-interacting protein 1-like(LOC101257134),,,,,,,,,Solyc03g118370.3,Solyc03g118370.3.1,,,,
101259799,Solyc02g085250.3,Solanum lycopersicum,putative carotenoid isomerase(CRTISO-L2),,,,,,,,,Solyc08g005260.2,Solyc08g005260.2.1,,,,
101251835,Solyc02g091670.1,Solanum lycopersicum,uncharacterized LOC101251835(LOC101251835),,,,,,,,,Solyc08g081930.3,Solyc08g081930.3.1,,,,
101258465,Solyc06g064550.3,Solanum lycopersicum,"bifunctional aspartokinase/homoserine dehydrogenase 1, chloroplastic(LOC101258465)",,,,,,,,,Solyc01g065710.3,Solyc01g065710.3.1,,,,
101257139,Solyc11g066110.2,Solanum lycopersicum,"inner membrane protein PPF-1, chloroplastic(LOC101257139)",,,,,,,,,Solyc11g006880.2,Solyc11g006880.2.1,,,,
101251832,Solyc10g085980.2,Solanum lycopersicum,"thylakoid membrane protein TERC, chloroplastic(LOC101251832)",,,,,,,,,Solyc02g065050.1,Solyc02g065050.1.1,,,,
101266059,Solyc08g077050.3,Solanum lycopersicum,"ferredoxin C 2, chloroplastic(LOC101266059)",,,,,,,,,Solyc08g079460.3,Solyc08g079460.3.1,,,,
101257130,Solyc11g011160.1,Solanum lycopersicum,HMG-Y-related protein A(LOC101257130),,,,,,,,,Solyc01g111560.3,Solyc01g111560.3.1,,,,
101260755,Solyc09g007210.3,Solanum lycopersicum,DNA topoisomerase 6 subunit A(LOC101260755),,,,,,,,,Solyc06g035970.3,Solyc06g035970.3.1,,,,
101268235,Solyc01g099560.3,Solanum lycopersicum,(+)-neomenthol dehydrogenase-like(LOC101268235),,,,,,,,,Solyc08g007430.2,Solyc08g007430.2.1,,,,
101245156,Solyc04g077030.3,Solanum lycopersicum,xylulose kinase 2-like(LOC101245156),,,,,,,,,Solyc09g065630.3,Solyc09g065630.3.1,,,,
101249518,Solyc11g032050.2,Solanum lycopersicum,GDSL esterase/lipase At1g71691-like(LOC101249518),,,,,,,,,Solyc02g079370.3,Solyc02g079370.3.1,,,,
101268236,Solyc10g078440.1,Solanum lycopersicum,uncharacterized LOC101268236(LOC101268236),,,,,,,,,Solyc04g010290.3,Solyc04g010290.3.1,,,,
544299,Solyc02g065400.3,Solanum lycopersicum,"oxygen-evolving enhancer protein 1, chloroplastic(PSBO)",,,,,,,,,Solyc01g065700.3,Solyc01g065700.3.1,,,,
101260750,Solyc08g079630.3,Solanum lycopersicum,AT-hook motif nuclear-localized protein 1(LOC101260750),,,,,,,,,Solyc01g086900.3,Solyc01g086900.3.1,,,,
101246470,Solyc01g088600.3,Solanum lycopersicum,"protein TRIGALACTOSYLDIACYLGLYCEROL 4, chloroplastic(LOC101246470)",,,,,,,,,Solyc04g007950.3,Solyc04g007950.3.1,,,,
101261609,Solyc04g008220.3,Solanum lycopersicum,protein OBERON 3(LOC101261609),,,,,,,,,Solyc08g077050.3,Solyc08g077050.3.1,,,,
101245142,Solyc03g096800.3,Solanum lycopersicum,uncharacterized LOC101245142(LOC101245142),,,,,,,,,Solyc09g075390.3,Solyc09g075390.3.1,,,,
101267395,Solyc03g111120.3,Solanum lycopersicum,"malate synthase, glyoxysomal(LOC101267395)",,,,,,,,,Solyc02g082340.3,Solyc02g082340.3.1,,,,
101268242,Solyc11g006990.2,Solanum lycopersicum,protein trichome birefringence-like 36(LOC101268242),,,,,,,,,Solyc09g008640.1,Solyc09g008640.1.1,,,,
101250978,Solyc03g114120.3,Solanum lycopersicum,protein NUCLEAR FUSION DEFECTIVE 2(LOC101250978),,,,,,,,,Solyc01g095000.3,Solyc01g095000.3.1,,,,
101254099,Solyc06g030540.3,Solanum lycopersicum,uncharacterized LOC101254099(LOC101254099),,,,,,,,,Solyc01g109550.2,Solyc01g109550.2.1,,,,
101259304,Solyc02g092480.3,Solanum lycopersicum,BTB/POZ domain-containing protein NPY3(LOC101259304),,,,,,,,,Solyc02g069630.3,Solyc02g069630.3.1,,,,
101256278,Solyc04g054800.3,Solanum lycopersicum,protein UPSTREAM OF FLC(LOC101256278),,,,,,,,,Solyc03g096860.3,Solyc03g096860.3.1,,,,
101249508,Solyc10g085100.2,Solanum lycopersicum,sulfoquinovosyl transferase SQD2(LOC101249508),,,,,,,,,Solyc07g066050.3,Solyc07g066050.3.1,,,,
101258453,Solyc04g039730.3,Solanum lycopersicum,protein NSP-INTERACTING KINASE 3(LOC101258453),,,,,,,,,Solyc02g092210.1,Solyc02g092210.1.1,,,,
101266068,Solyc09g075390.3,Solanum lycopersicum,"putative GTP diphosphokinase RSH1, chloroplastic(LOC101266068)",,,,,,,,,Solyc04g064930.3,Solyc04g064930.3.1,,,,
101254096,Solyc05g050110.3,Solanum lycopersicum,uncharacterized LOC101254096(LOC101254096),,,,,,,,,Solyc09g063140.3,Solyc09g063140.3.1,,,,
101261612,Solyc04g055090.1,Solanum lycopersicum,uncharacterized LOC101261612(LOC101261612),,,,,,,,,Solyc09g083190.3,Solyc09g083190.3.1,,,,
101249505,Solyc10g076700.2,Solanum lycopersicum,rhodanese-like domain-containing protein 10(LOC101249505),,,,,,,,,Solyc10g084970.2,Solyc10g084970.2.1,,,,
101262946,Solyc09g011720.3,Solanum lycopersicum,uncharacterized LOC101262946(LOC101262946),,,,,,,,,Solyc04g081590.3,Solyc04g081590.3.1,,,,
101244297,Solyc06g059800.3,Solanum lycopersicum,ACT domain-containing protein(LOC101244297),,,,,,,,,Solyc06g083680.3,Solyc06g083680.3.1,,,,
101268247,Solyc02g079790.3,Solanum lycopersicum,uncharacterized LOC101268247(LOC101268247),,,,,,,,,Solyc08g061560.3,Solyc08g061560.3.1,,,,
101248653,Solyc03g083730.1,Solanum lycopersicum,21 kDa protein(LOC101248653),,,,,,,,,Solyc12g088930.1,Solyc12g088930.1.1,,,,
101262941,Solyc08g080750.3,Solanum lycopersicum,protein LURP-one-related 4-like(LOC101262941),,,,,,,,,Solyc04g074750.3,Solyc04g074750.3.1,,,,
101260764,Solyc01g091710.3,Solanum lycopersicum,F-box protein At4g00755(LOC101260764),,,,,,,,,Solyc05g054680.1,Solyc05g054680.1.1,,,,
101259731,Solyc03g115560.3,Solanum lycopersicum,flavin-containing monooxygenase FMO GS-OX-like 9(LOC101259731),,,,,,,,,Solyc07g005540.1,Solyc07g005540.1.1,,,,
101255379,Solyc12g099790.2,Solanum lycopersicum,calcium-dependent protein kinase 17-like(LOC101255379),,,,,,,,,Solyc02g087280.3,Solyc02g087280.3.1,,,,
101256225,Solyc10g008720.3,Solanum lycopersicum,GDSL esterase/lipase At1g28610(LOC101256225),,,,,,,,,Solyc02g083540.3,Solyc02g083540.3.1,,,,
101266036,Solyc06g071780.3,Solanum lycopersicum,protein DEHYDRATION-INDUCED 19 homolog 5(LOC101266036),,,,,,,,,Solyc11g069790.2,Solyc11g069790.2.1,,,,
101255370,Solyc03g034170.3,Solanum lycopersicum,thylakoid membrane protein slr0575(LOC101255370),,,,,,,,,Solyc04g064940.3,Solyc04g064940.3.1,,,,
101245575,Solyc01g008180.3,Solanum lycopersicum,uncharacterized LOC101245575(LOC101245575),,,,,,,,,Solyc06g035920.3,Solyc06g035920.3.1,,,,
101260733,Solyc06g052070.3,Solanum lycopersicum,WD repeat-containing protein 44(LOC101260733),,,,,,,,,Solyc09g063130.3,Solyc09g063130.3.1,,,,
101245574,Solyc08g078010.3,Solanum lycopersicum,"50S ribosomal protein L19-2, chloroplastic(LOC101245574)",,,,,,,,,Solyc04g009030.3,Solyc04g009030.3.1,,,,
101268215,Solyc08g075680.3,Solanum lycopersicum,uncharacterized LOC101268215(LOC101268215),,,,,,,,,Solyc11g068730.2,Solyc11g068730.2.1,,,,
101249931,Solyc06g060830.3,Solanum lycopersicum,homeobox-leucine zipper protein HAT4(LOC101249931),,,,,,,,,Solyc04g010250.3,Solyc04g010250.3.1,,,,
101244246,Solyc02g087190.1,Solanum lycopersicum,peroxidase 63(LOC101244246),,,,,,,,,Solyc04g050990.3,Solyc04g050990.3.1,,,,
101262918,Solyc05g052350.3,Solanum lycopersicum,probably inactive leucine-rich repeat receptor-like protein kinase IMK2(LOC101262918),,,,,,,,,Solyc04g079560.3,Solyc04g079560.3.1,,,,
101267374,Solyc02g076840.3,Solanum lycopersicum,protein SCAR1(LOC101267374),,,,,,,,,Solyc08g083035.1,Solyc08g083035.1.1,,,,
101265194,Solyc11g012700.2,Solanum lycopersicum,oligopeptide transporter 3(LOC101265194),,,,,,,,,Solyc10g085910.2,Solyc10g085910.2.1,,,,
101254038,Solyc10g008790.3,Solanum lycopersicum,SUN family protein SUN28(LOC101254038),,,,,,,,,Solyc06g082750.3,Solyc06g082750.3.1,,,,
101250905,Solyc07g054893.1,Solanum lycopersicum,methylketone synthase Id(MKS1d),,,,,,,,,Solyc07g006680.1,Solyc07g006680.1.1,,,,
101260744,Solyc08g005030.2,Solanum lycopersicum,uncharacterized LOC101260744(LOC101260744),,,,,,,,,Solyc03g093540.1,Solyc03g093540.1.1,,,,
101268226,Solyc01g090790.3,Solanum lycopersicum,transcription factor UNE10(LOC101268226),,,,,,,,,Solyc07g007950.1,Solyc07g007950.1.1,,,,
101262920,Solyc05g055340.3,Solanum lycopersicum,uncharacterized LOC101262920(LOC101262920),,,,,,,,,Solyc09g015080.3,Solyc09g015080.3.1,,,,
101246414,Solyc04g008840.3,Solanum lycopersicum,FRIGIDA-like protein 3(LOC101246414),,,,,,,,,Solyc09g097910.3,Solyc09g097910.3.1,,,,
101245567,Solyc08g013850.1,Solanum lycopersicum,pentatricopeptide repeat-containing protein(LOC101245567),,,,,,,,,Solyc03g006870.3,Solyc03g006870.3.1,,,,
101250944,Solyc10g085310.1,Solanum lycopersicum,abscisic acid receptor PYL4(LOC101250944),,,,,,,,,Solyc03g093550.1,Solyc03g093550.1.1,,,,
101258424,Solyc02g092530.3,Solanum lycopersicum,formamidase(LOC101258424),,,,,,,,,Solyc05g013510.3,Solyc05g013510.3.1,,,,
101255396,Solyc05g014240.3,Solanum lycopersicum,probable LRR receptor-like serine/threonine-protein kinase At1g67720(LOC101255396),,,,,,,,,Solyc07g018070.3,Solyc07g018070.3.1,,,,
101257576,Solyc06g083070.3,Solanum lycopersicum,fimbrin-2(LOC101257576),,,,,,,,,Solyc01g080460.3,Solyc01g080460.3.1,,,,
101256245,Solyc02g077920.3,Solanum lycopersicum,SQUAMOSA promoter binding protein-like(SPL-CNR),,,,,,,,,Solyc01g090760.3,Solyc01g090760.3.1,,,,
101259756,Solyc06g054090.1,Solanum lycopersicum,uncharacterized N-acetyltransferase p20-like(LOC101259756),,,,,,,,,Solyc02g076840.3,Solyc02g076840.3.1,,,,
101258426,Solyc11g009020.2,Solanum lycopersicum,haloacid dehalogenase-like hydrolase domain-containing protein At4g39970(LOC101258426),,,,,,,,,Solyc12g005470.2,Solyc12g005470.2.1,,,,
101259757,Solyc06g076790.1,Solanum lycopersicum,uncharacterized LOC101259757(LOC101259757),,,,,,,,,Solyc03g033330.3,Solyc03g033330.3.1,,,,
101266018,Solyc04g007950.3,Solanum lycopersicum,cysteine-rich repeat secretory protein 12(LOC101266018),,,,,,,,,Solyc04g050960.3,Solyc04g050960.3.1,,,,
101266496,Solyc12g088930.1,Solanum lycopersicum,protein MIZU-KUSSEI 1(LOC101266496),,,,,,,,,Solyc01g103530.3,Solyc01g103530.3.1,,,,
101256242,Solyc11g013450.2,Solanum lycopersicum,"histone-lysine N-methyltransferase, H3 lysine-79 specific-like(LOC101256242)",,,,,,,,,Solyc03g063240.3,Solyc03g063240.3.1,,,,
101245114,Solyc02g089550.3,Solanum lycopersicum,protein NSP-INTERACTING KINASE 1(LOC101245114),,,,,,,,,Solyc11g042640.2,Solyc11g042640.2.1,,,,
101260711,Solyc03g113720.3,Solanum lycopersicum,two-component response regulator ARR15(LOC101260711),,,,,,,,,Solyc12g008800.2,Solyc12g008800.2.1,,,,
101267344,Solyc09g048980.3,Solanum lycopersicum,BTB/POZ domain-containing protein At3g08570(LOC101267344),,,,,,,,,Solyc08g061630.3,Solyc08g061630.3.1,,,,
101267346,Solyc01g080460.3,Solanum lycopersicum,"pyruvate, phosphate dikinase, chloroplastic(LOC101267346)",,,,,,,,,Solyc01g102310.3,Solyc01g102310.3.1,,,,
101248621,Solyc01g110780.1,Solanum lycopersicum,auxin-induced protein 15A-like(LOC101248621),,,,,,,,,Solyc10g079480.1,Solyc10g079480.1.1,,,,
101245116,Solyc02g087150.3,Solanum lycopersicum,uncharacterized LOC101245116(LOC101245116),,,,,,,,,Solyc12g006800.2,Solyc12g006800.2.1,,,,
101267350,Solyc01g090760.3,Solanum lycopersicum,GATA transcription factor 4(LOC101267350),,,,,,,,,Solyc04g014500.3,Solyc04g014500.3.1,,,,
101245583,Solyc09g065910.2,Solanum lycopersicum,"photosystem II reaction center W protein, chloroplastic(LOC101245583)",,,,,,,,,Solyc06g054570.1,Solyc06g054570.1.1,,,,
101258897,Solyc09g074840.3,Solanum lycopersicum,uncharacterized LOC101258897(LOC101258897),,,,,,,,,Solyc09g010360.3,Solyc09g010360.3.1,,,,
101250934,Solyc01g110520.3,Solanum lycopersicum,"amidophosphoribosyltransferase, chloroplastic(LOC101250934)",,,,,,,,,Solyc01g065530.3,Solyc01g065530.3.1,,,,
101259744,Solyc05g011920.3,Solanum lycopersicum,ACT domain-containing protein ACR4(LOC101259744),,,,,,,,,Solyc01g107180.3,Solyc01g107180.3.1,,,,
101256234,Solyc02g094640.3,Solanum lycopersicum,"acetyl-coenzyme A synthetase, chloroplastic/glyoxysomal-like(LOC101256234)",,,,,,,,,Solyc03g026120.3,Solyc03g026120.3.1,,,,
101256237,Solyc02g091500.1,Solanum lycopersicum,calcium-binding protein CML24(LOC101256237),,,,,,,,,Solyc10g047530.2,Solyc10g047530.2.1,,,,
101259747,Solyc05g025600.1,Solanum lycopersicum,uncharacterized LOC101259747(LOC101259747),,,,,,,,,Solyc02g089640.3,Solyc02g089640.3.1,,,,
101256236,Solyc10g085620.2,Solanum lycopersicum,myb-related protein 2(LOC101256236),,,,,,,,,Solyc12g010050.2,Solyc12g010050.2.1,,,,
101255389,Solyc04g049630.3,Solanum lycopersicum,dipeptidyl-peptidase 5-like(LOC101255389),,,,,,,,,Solyc12g015640.2,Solyc12g015640.2.1,,,,
101250924,Solyc01g080870.3,Solanum lycopersicum,protein NRT1/ PTR FAMILY 7.3(LOC101250924),,,,,,,,,Solyc12g097030.2,Solyc12g097030.2.1,,,,
101248619,Solyc01g100490.3,Solanum lycopersicum,nicotianamine synthase-like(CHLN),,,,,,,,,Solyc12g095920.2,Solyc12g095920.2.1,,,,
101262900,Solyc03g082970.3,Solanum lycopersicum,protein phosphatase 2C 57(LOC101262900),,,,,,,,,Solyc07g009150.3,Solyc07g009150.3.1,,,,
101245586,Solyc01g090970.3,Solanum lycopersicum,alpha amylase inhibitor/lipid-transfer/seed storage superfamily protein(LOC101245586),,,,,,,,,Solyc07g018140.3,Solyc07g018140.3.1,,,,
101249946,Solyc08g081390.3,Solanum lycopersicum,phosphoglycerate mutase-like protein AT74(LOC101249946),,,,,,,,,Solyc10g085590.1,Solyc10g085590.1.1,,,,
101248611,Solyc09g064660.3,Solanum lycopersicum,small nuclear ribonucleoprotein SmD1b(LOC101248611),,,,,,,,,Solyc05g009930.3,Solyc05g009930.3.1,,,,
101244257,Solyc12g008910.2,Solanum lycopersicum,translation initiation factor SUI1 family protein(LOC101244257),,,,,,,,,Solyc05g056470.1,Solyc05g056470.1.1,,,,
101268207,Solyc08g067310.1,Solanum lycopersicum,CBL-interacting serine/threonine-protein kinase 5(LOC101268207),,,,,,,,,Solyc07g007980.3,Solyc07g007980.3.1,,,,
101247766,Solyc02g005180.3,Solanum lycopersicum,sugar transporter ERD6-like 5(LOC101247766),,,,,,,,,Solyc07g042510.3,Solyc07g042510.3.1,,,,
101256669,Solyc04g009540.1,Solanum lycopersicum,"50S ribosomal protein L10, chloroplastic(LOC101256669)",,,,,,,,,Solyc08g005100.3,Solyc08g005100.3.1,,,,
101257518,Solyc10g077040.2,Solanum lycopersicum,putative magnesium-protoporphyrin monomethyl ester cyclase(LOC101257518),,,,,,,,,Solyc03g026110.3,Solyc03g026110.3.1,,,,
544225,Solyc07g015860.3,Solanum lycopersicum,polypeptide deformylase(PDF1A),,,,,,,,,Solyc06g035700.1,Solyc06g035700.1.1,,,,
101264294,Solyc12g019110.2,Solanum lycopersicum,"valine--tRNA ligase, chloroplastic/mitochondrial 2(LOC101264294)",,,,,,,,,Solyc06g069120.3,Solyc06g069120.3.1,,,,
101254001,Solyc06g048950.3,Solanum lycopersicum,probable LRR receptor-like serine/threonine-protein kinase IRK(LOC101254001),,,,,,,,,Solyc09g064240.3,Solyc09g064240.3.1,,,,
101257993,Solyc08g076150.3,Solanum lycopersicum,pentatricopeptide repeat-containing protein At1g31920(LOC101257993),,,,,,,,,Solyc04g050920.3,Solyc04g050920.3.1,,,,
101264292,Solyc03g006640.3,Solanum lycopersicum,F-box protein At1g61340(LOC101264292),,,,,,,,,Solyc08g067310.1,Solyc08g067310.1.1,,,,
101258843,Solyc00g005840.3,Solanum lycopersicum,"thioredoxin-like 2, chloroplastic(LOC101258843)",,,,,,,,,Solyc08g075680.3,Solyc08g075680.3.1,,,,
109120363,Solyc05g009100.3,Solanum lycopersicum,probable leucine-rich repeat receptor-like protein kinase(LOC109120363),,,,,,,,,Solyc01g090790.3,Solyc01g090790.3.1,,,,
101265145,Solyc07g032220.3,Solanum lycopersicum,probable phospholipase A2 homolog 1(LOC101265145),,,,,,,,,Solyc01g099560.3,Solyc01g099560.3.1,,,,
101253150,Solyc02g079160.2,Solanum lycopersicum,uncharacterized LOC101253150(LOC101253150),,,,,,,,,Solyc10g078440.1,Solyc10g078440.1.1,,,,
101265142,Solyc07g006590.1,Solanum lycopersicum,uncharacterized LOC101265142(LOC101265142),,,,,,,,,Solyc11g006990.2,Solyc11g006990.2.1,,,,
101245532,Solyc12g096870.1,Solanum lycopersicum,cinnamate beta-D-glucosyltransferase-like(LOC101245532),,,,,,,,,Solyc02g079790.3,Solyc02g079790.3.1,,,,
101267323,Solyc07g018070.3,Solanum lycopersicum,heat shock protein-related(LOC101267323),,,,,,,,,Solyc02g064940.1,Solyc02g064940.1.1,,,,
101245536,Solyc03g112130.1,Solanum lycopersicum,uncharacterized LOC101245536(LOC101245536),,,,,,,,,Solyc05g026550.3,Solyc05g026550.3.1,,,,
101257508,Solyc01g066640.2,Solanum lycopersicum,uncharacterized protein DDB_G0271670(LOC101257508),,,,,,,,,Solyc05g046140.3,Solyc05g046140.3.1,,,,
101257507,Solyc09g056170.3,Solanum lycopersicum,fimbrin-2(LOC101257507),,,,,,,,,Solyc07g042490.1,Solyc07g042490.1.1,,,,
544217,Solyc09g065180.3,Solanum lycopersicum,mRNA binding protein precursor(LOC544217),,,,,,,,,Solyc08g013670.3,Solyc08g013670.3.1,,,,
101252294,Solyc06g071330.3,Solanum lycopersicum,nucleobase-ascorbate transporter 6(LOC101252294),,,,,,,,,Solyc10g018590.2,Solyc10g018590.2.1,,,,
