From,To,Species,Gene Name,Gene stable ID,Transcript stable ID,,,Elements only in List 1 :
101261454,Solyc01g088020.3,Solanum lycopersicum,protein transport protein SEC31 homolog B(LOC101261454),Solyc12g019000.2,Solyc12g019000.2.1,,,
101263635,Solyc01g008560.3,Solanum lycopersicum,NAD(H) kinase 1(LOC101263635),Solyc12g049400.2,Solyc12g049400.2.1,,,
101262304,Solyc04g048900.3,Solanum lycopersicum,calreticulin-3-like(LOC101262304),Solyc01g103350.3,Solyc01g103350.3.1,,,
101261457,Solyc01g096270.3,Solanum lycopersicum,cytochrome b5(LOC101261457),Solyc11g056650.2,Solyc11g056650.2.1,,,
543977,Solyc01g091190.3,Solanum lycopersicum,5-enolpyruvylshikimate-3-phosphate synthase(LOC543977),Solyc03g043700.3,Solyc03g043700.3.1,,,
101248442,Solyc02g088260.3,Solanum lycopersicum,uncharacterized protein At5g39570(LOC101248442),Solyc03g111300.1,Solyc03g111300.1.1,,,
101268054,Solyc02g082250.3,Solanum lycopersicum,thioredoxin reductase NTRB-like(LOC101268054),Solyc05g009740.1,Solyc05g009740.1.1,,,
101247111,Solyc12g044420.1,Solanum lycopersicum,uncharacterized LOC101247111(LOC101247111),Solyc05g025900.3,Solyc05g025900.3.1,,,
104645999,Solyc02g091250.1,Solanum lycopersicum,uncharacterized LOC104645999(LOC104645999),Solyc05g053470.3,Solyc05g053470.3.1,,,
101244085,Solyc06g051840.1,Solanum lycopersicum,cytokinin response factor 6(CRF6),Solyc08g074790.3,Solyc08g074790.3.1,,,
101250764,Solyc02g079280.3,Solanum lycopersicum,transcription factor MYB102(MYB102),Solyc01g111440.3,Solyc01g111440.3.1,,,
101259571,Solyc09g025240.3,Solanum lycopersicum,ENTH/VHS/ANTH family protein(LOC101259571),Solyc02g080110.3,Solyc02g080110.3.1,,,
101251606,Solyc08g082610.3,Solanum lycopersicum,B2 protein(LOC101251606),Solyc03g006610.3,Solyc03g006610.3.1,,,
101261426,Solyc07g017600.3,Solanum lycopersicum,pectinesterase/pectinesterase inhibitor PPE8B(LOC101261426),Solyc03g112440.1,Solyc03g112440.1.1,,,
101246267,Solyc07g063470.1,Solanum lycopersicum,uncharacterized LOC101246267(LOC101246267),Solyc04g054950.3,Solyc04g054950.3.1,,,
101264935,Solyc06g051390.3,Solanum lycopersicum,uncharacterized LOC101264935(LOC101264935),Solyc09g061890.3,Solyc09g061890.3.1,,,
101263604,Solyc04g064810.3,Solanum lycopersicum,uncharacterized protein At2g24330(LOC101263604),Solyc12g008660.1,Solyc12g008660.1.1,,,
101261424,Solyc06g082920.3,Solanum lycopersicum,probably inactive leucine-rich repeat receptor-like protein kinase At5g48380(LOC101261424),Solyc04g011400.3,Solyc04g011400.3.1,,,
101249778,Solyc02g092910.3,Solanum lycopersicum,nuA4 complex subunit EAF3 homolog(LOC101249778),Solyc07g062700.3,Solyc07g062700.3.1,,,
543962,Solyc11g021060.2,Solanum lycopersicum,proteinase inhibitor(ARPI),Solyc01g079260.3,Solyc01g079260.3.1,,,
101261429,Solyc07g053270.3,Solanum lycopersicum,bifunctional riboflavin kinase/FMN phosphatase-like(LOC101261429),Solyc01g008560.3,Solyc01g008560.3.1,,,
101247100,Solyc11g068940.1,Solanum lycopersicum,E3 ubiquitin-protein ligase PUB23(LOC101247100),Solyc10g083630.2,Solyc10g083630.2.1,,,
101264938,Solyc06g072660.3,Solanum lycopersicum,protein DEK(LOC101264938),Solyc03g078490.3,Solyc03g078490.3.1,,,
100301935,Solyc09g091840.3,Solanum lycopersicum,glutathione reductase(GR1),Solyc04g051360.3,Solyc04g051360.3.1,,,
101258237,Solyc12g056480.2,Solanum lycopersicum,"protein STAY-GREEN, chloroplastic-like(LOC101258237)",Solyc07g053190.3,Solyc07g053190.3.1,,,
101252935,Solyc10g074570.2,Solanum lycopersicum,calcium-dependent protein kinase 4(LOC101252935),Solyc08g065480.3,Solyc08g065480.3.1,,,
100301932,Solyc12g056100.2,Solanum lycopersicum,ubiquitin conjugating enzyme(UBC3),Solyc01g066050.3,Solyc01g066050.3.1,,,
101250756,Solyc02g091700.3,Solanum lycopersicum,uncharacterized protein At5g65660(LOC101250756),Solyc10g024490.2,Solyc10g024490.2.1,,,
101251602,Solyc07g064440.3,Solanum lycopersicum,uncharacterized LOC101251602(LOC101251602),Solyc02g093960.3,Solyc02g093960.3.1,,,
101256055,Solyc02g071780.3,Solanum lycopersicum,MACPF domain-containing protein CAD1(LOC101256055),Solyc04g079400.3,Solyc04g079400.3.1,,,
101258231,Solyc12g014170.2,Solanum lycopersicum,"transcription factor GTE3, chloroplastic-like(LOC101258231)",Solyc06g068080.3,Solyc06g068080.3.1,,,
101249769,Solyc01g107550.3,Solanum lycopersicum,methylthioribose kinase(LOC101249769),Solyc11g065070.2,Solyc11g065070.2.1,,,
101246255,Solyc06g076300.3,Solanum lycopersicum,uncharacterized protein C24B11.05(LOC101246255),Solyc12g011160.2,Solyc12g011160.2.1,,,
101262769,Solyc02g080130.3,Solanum lycopersicum,chaperone protein dnaJ 50(LOC101262769),Solyc03g026370.1,Solyc03g026370.1.1,,,
101247586,Solyc12g009060.2,Solanum lycopersicum,SNF7 family protein(LOC101247586),Solyc03g043900.1,Solyc03g043900.1.1,,,
101260101,Solyc02g078840.3,Solanum lycopersicum,secretory carrier-associated membrane protein 2(LOC101260101),Solyc12g056200.2,Solyc12g056200.2.1,,,
101262763,Solyc10g084800.2,Solanum lycopersicum,oxysterol-binding protein-related protein 3A-like(LOC101262763),Solyc04g012050.3,Solyc04g012050.3.1,,,
101262765,Solyc11g005380.2,Solanum lycopersicum,trihelix transcription factor GT-2(LOC101262765),Solyc05g008530.3,Solyc05g008530.3.1,,,
101267180,Solyc02g092140.1,Solanum lycopersicum,protein PHLOEM PROTEIN 2-LIKE A10(LOC101267180),Solyc05g054490.3,Solyc05g054490.3.1,,,
101247130,Solyc06g034370.1,Solanum lycopersicum,21 kDa protein-like(LOC101247130),Solyc07g049580.3,Solyc07g049580.3.1,,,
101250783,Solyc03g120140.3,Solanum lycopersicum,nitrate regulatory gene2 protein(LOC101250783),Solyc02g093310.3,Solyc02g093310.3.1,,,
101249794,Solyc03g007230.3,Solanum lycopersicum,protein phosphatase 2C 51-like(LOC101249794),Solyc11g005360.2,Solyc11g005360.2.1,,,
101264909,Solyc12g098190.2,Solanum lycopersicum,putative F-box protein PP2-B12(LOC101264909),Solyc02g082450.3,Solyc02g082450.3.1,,,
101246280,Solyc01g087180.3,Solanum lycopersicum,uncharacterized LOC101246280(LOC101246280),Solyc06g009380.3,Solyc06g009380.3.1,,,
101268031,Solyc09g089580.3,Solanum lycopersicum,1-aminocyclopropane-1-carboxylate oxidase homolog(ACO3),Solyc08g076390.3,Solyc08g076390.3.1,,,
543951,Solyc06g060760.3,Solanum lycopersicum,TIP protein(TIP),Solyc01g005930.3,Solyc01g005930.3.1,,,
101253816,Solyc08g076100.3,Solanum lycopersicum,bZIP transcription factor 16(LOC101253816),Solyc09g065560.3,Solyc09g065560.3.1,,,
101252968,Solyc03g122310.3,Solanum lycopersicum,aldehyde dehydrogenase family 7 member B4(LOC101252968),Solyc11g006770.2,Solyc11g006770.2.1,,,
101258267,Solyc06g009110.3,Solanum lycopersicum,aspartic proteinase Asp1(LOC101258267),Solyc04g011350.3,Solyc04g011350.3.1,,,
101250305,Solyc05g054080.3,Solanum lycopersicum,E3 ubiquitin-protein ligase UPL5(LOC101250305),Solyc04g064820.3,Solyc04g064820.3.1,,,
101252966,Solyc12g088190.2,Solanum lycopersicum,amino acid permease 6(LOC101252966),Solyc05g023680.3,Solyc05g023680.3.1,,,
101250784,Solyc12g094550.2,Solanum lycopersicum,uncharacterized LOC101250784(LOC101250784),Solyc10g009420.3,Solyc10g009420.3.1,,,
101259118,Solyc11g068430.2,Solanum lycopersicum,"ferredoxin, root R-B1(LOC101259118)",Solyc04g080550.3,Solyc04g080550.3.1,,,
101256086,Solyc04g072000.3,Solanum lycopersicum,endochitinase EP3(LOC101256086),Solyc06g068840.3,Solyc06g068840.3.1,,,
101264912,Solyc03g118620.3,Solanum lycopersicum,uncharacterized LOC101264912(LOC101264912),Solyc01g014480.3,Solyc01g014480.3.1,,,
543960,Solyc01g110440.3,Solanum lycopersicum,arginine decarboxylase(ADC),Solyc06g009390.3,Solyc06g009390.3.1,,,
101261889,Solyc03g007790.3,Solanum lycopersicum,G-type lectin S-receptor-like serine/threonine-protein kinase At5g24080(LOC101261889),Solyc09g011660.3,Solyc09g011660.3.1,,,
101264913,Solyc03g116110.3,Solanum lycopersicum,uncharacterized LOC101264913(LOC101264913),Solyc09g009390.3,Solyc09g009390.3.1,,,
101261402,Solyc03g115380.2,Solanum lycopersicum,UDP-glucose 6-dehydrogenase 1-like(LOC101261402),Solyc12g014430.2,Solyc12g014430.2.1,,,
101261408,Solyc04g079300.3,Solanum lycopersicum,uncharacterized LOC101261408(LOC101261408),Solyc03g118390.3,Solyc03g118390.3.1,,,
543940,Solyc02g069310.3,Solanum lycopersicum,NIM1-like protein 1(NML1),Solyc05g014980.3,Solyc05g014980.3.1,,,
101253803,Solyc07g043510.3,Solanum lycopersicum,OTU domain-containing protein DDB_G0284757-like(LOC101253803),Solyc05g052280.3,Solyc05g052280.3.1,,,
101268044,Solyc02g024050.3,Solanum lycopersicum,"ferredoxin--NADP reductase, root-type isozyme, chloroplastic(LOC101268044)",Solyc06g006000.3,Solyc06g006000.3.1,,,
101252957,Solyc12g009210.2,Solanum lycopersicum,probable polygalacturonase(LOC101252957),Solyc06g050630.3,Solyc06g050630.3.1,,,
101261890,Solyc12g009680.2,Solanum lycopersicum,heptahelical transmembrane protein ADIPOR1-like(LOC101261890),Solyc07g017860.3,Solyc07g017860.3.1,,,
101261893,Solyc12g013820.2,Solanum lycopersicum,uncharacterized LOC101261893(LOC101261893),Solyc01g086850.3,Solyc01g086850.3.1,,,
101260562,Solyc09g015670.3,Solanum lycopersicum,vacuolar-sorting receptor 1-like(LOC101260562),Solyc09g098070.3,Solyc09g098070.3.1,,,
101259102,Solyc02g088920.3,Solanum lycopersicum,ras GTPase-activating protein-binding protein 2-like(LOC101259102),Solyc10g009410.1,Solyc10g009410.1.1,,,
101247126,Solyc05g054180.3,Solanum lycopersicum,OBERON-like protein(LOC101247126),Solyc02g092260.3,Solyc02g092260.3.1,,,
101246277,Solyc01g079600.3,Solanum lycopersicum,"phospholipase A1 PLIP2, chloroplastic(LOC101246277)",Solyc11g017250.2,Solyc11g017250.2.1,,,
101248455,Solyc12g005860.2,Solanum lycopersicum,"aconitate hydratase, cytoplasmic(LOC101248455)",Solyc11g068650.2,Solyc11g068650.2.1,,,
101262741,Solyc08g078340.3,Solanum lycopersicum,transcription factor KUA1(LOC101262741),Solyc01g091830.3,Solyc01g091830.3.1,,,
101249788,Solyc11g065740.2,Solanum lycopersicum,"chaperonin-like RbcX protein 2, chloroplastic(LOC101249788)",Solyc01g111520.3,Solyc01g111520.3.1,,,
101246461,Solyc01g008130.3,Solanum lycopersicum,uncharacterized LOC101246461(LOC101246461),Solyc10g083690.3,Solyc10g083690.3.1,,,
101261619,Solyc04g072700.3,Solanum lycopersicum,heavy metal-associated isoprenylated plant protein 24(LOC101261619),Solyc03g026230.1,Solyc03g026230.1.1,,,
101247791,Solyc12g013700.2,Solanum lycopersicum,stem-specific protein TSJT1(LOC101247791),Solyc04g081510.3,Solyc04g081510.3.1,,,
101254087,Solyc05g008130.3,Solanum lycopersicum,uncharacterized LOC101254087(LOC101254087),Solyc06g073840.3,Solyc06g073840.3.1,,,
101257597,Solyc09g075830.3,Solanum lycopersicum,protein TIME FOR COFFEE(LOC101257597),Solyc06g072670.3,Solyc06g072670.3.1,,,
101256268,Solyc12g088370.2,Solanum lycopersicum,interferon-related developmental regulator 1-like(LOC101256268),Solyc10g008300.3,Solyc10g008300.3.1,,,
101250962,Solyc12g009160.2,Solanum lycopersicum,uncharacterized LOC101250962(LOC101250962),Solyc11g069700.2,Solyc11g069700.2.1,,,
101266071,Solyc01g096435.1,Solanum lycopersicum,NAD(P)H:quinone oxidoreductase(LOC101266071),Solyc03g032150.3,Solyc03g032150.3.1,,,
101258448,Solyc03g119810.1,Solanum lycopersicum,uncharacterized LOC101258448(LOC101258448),Solyc04g064850.3,Solyc04g064850.3.1,,,
101259772,Solyc06g066060.3,Solanum lycopersicum,DEAD-box ATP-dependent RNA helicase 56(LOC101259772),Solyc06g053220.3,Solyc06g053220.3.1,,,
101259772,Solyc08g061000.3,Solanum lycopersicum,DEAD-box ATP-dependent RNA helicase 56(LOC101259772),Solyc06g062950.1,Solyc06g062950.1.1,,,
101262954,Solyc09g065520.3,Solanum lycopersicum,homocysteine S-methyltransferase 2(LOC101262954),Solyc07g007800.3,Solyc07g007800.3.1,,,
101261626,Solyc06g050930.3,Solanum lycopersicum,endo-beta-N-acetylglucosaminidase(Endo-LE),Solyc01g067730.3,Solyc01g067730.3.1,,,
101249973,Solyc10g081980.2,Solanum lycopersicum,NDR1/HIN1-like protein 3(LOC101249973),Solyc02g092250.3,Solyc02g092250.3.1,,,
101248644,Solyc03g007190.3,Solanum lycopersicum,protein PPLZ12(LOC101248644),Solyc02g091100.3,Solyc02g091100.3.1,,,
101261621,Solyc05g008430.3,Solanum lycopersicum,vacuolar-sorting protein BRO1(LOC101261621),Solyc11g017270.2,Solyc11g017270.2.1,,,
101248645,Solyc12g007070.2,Solanum lycopersicum,heat stress transcription factor C-1(LOC101248645),Solyc03g013440.3,Solyc03g013440.3.1,,,
101257109,Solyc09g082690.3,Solanum lycopersicum,early light inducible protein(ELIP),Solyc05g056570.3,Solyc05g056570.3.1,,,
101263809,Solyc04g079400.3,Solanum lycopersicum,mitogen-activated protein kinase kinase kinase 5(LOC101263809),Solyc07g008820.3,Solyc07g008820.3.1,,,
101251803,Solyc01g010660.3,Solanum lycopersicum,probable serine/threonine-protein kinase PBL3(LOC101251803),Solyc07g054220.1,Solyc07g054220.1.1,,,
101266086,Solyc11g008260.2,Solanum lycopersicum,probable cysteine protease RD19D(LOC101266086),Solyc07g040740.3,Solyc07g040740.3.1,,,
101257101,Solyc09g018020.3,Solanum lycopersicum,expansin-A10-like(LOC101257101),Solyc01g097520.3,Solyc01g097520.3.1,,,
101266085,Solyc02g088590.3,Solanum lycopersicum,uncharacterized LOC101266085(LOC101266085),Solyc10g083700.3,Solyc10g083700.3.1,,,
101257588,Solyc08g075020.3,Solanum lycopersicum,pectin acetylesterase 8-like(LOC101257588),Solyc12g098190.2,Solyc12g098190.2.1,,,
101266084,Solyc10g084960.2,Solanum lycopersicum,probable glutathione S-transferase(LOC101266084),Solyc03g118620.3,Solyc03g118620.3.1,,,
101256256,Solyc03g007530.3,Solanum lycopersicum,ABC transporter C family member 2(ABCC2),Solyc03g116110.3,Solyc03g116110.3.1,,,
101257108,Solyc01g090230.3,Solanum lycopersicum,"protein VASCULAR ASSOCIATED DEATH 1, chloroplastic(LOC101257108)",Solyc07g064860.2,Solyc07g064860.2.1,,,
101266080,Solyc10g075070.2,Solanum lycopersicum,non-specific lipid-transfer protein 2-like(LOC101266080),Solyc03g118340.3,Solyc03g118340.3.1,,,
101250946,Solyc02g086810.1,Solanum lycopersicum,uncharacterized LOC101250946(LOC101250946),Solyc05g018150.3,Solyc05g018150.3.1,,,
101262966,Solyc01g109340.3,Solanum lycopersicum,RING finger protein 5-like(LOC101262966),Solyc05g055030.2,Solyc05g055030.2.1,,,
101268268,Solyc03g112230.3,Solanum lycopersicum,protein NBR1 homolog(LOC101268268),Solyc06g006100.3,Solyc06g006100.3.1,,,
101268269,Solyc03g111090.3,Solanum lycopersicum,transcription factor GTE10(LOC101268269),Solyc07g062620.3,Solyc07g062620.3.1,,,
101247788,Solyc12g007030.2,Solanum lycopersicum,aldehyde dehydrogenase family 2 member C4(LOC101247788),Solyc10g085500.2,Solyc10g085500.2.1,,,
101245153,Solyc04g050620.3,Solanum lycopersicum,cytochrome P450 CYP736A1(CYP736A1),Solyc02g092240.3,Solyc02g092240.3.1,,,
101246484,Solyc10g050970.1,Solanum lycopersicum,ethylene response factor D.4(ERF-D4),Solyc08g079480.3,Solyc08g079480.3.1,,,
101268230,Solyc10g009240.3,Solanum lycopersicum,3-ketoacyl-CoA synthase 1(LOC101268230),Solyc08g075970.3,Solyc08g075970.3.1,,,
101249990,Solyc03g019760.3,Solanum lycopersicum,ABC transporter G family member 5(ABCG5),Solyc02g088620.3,Solyc02g088620.3.1,,,
101250988,Solyc05g006780.3,Solanum lycopersicum,uncharacterized LOC101250988(LOC101250988),Solyc11g008200.1,Solyc11g008200.1.1,,,
101257136,Solyc02g067810.1,Solanum lycopersicum,uncharacterized protein(LOC101257136),Solyc04g054890.3,Solyc04g054890.3.1,,,
544290,Solyc02g085610.3,Solanum lycopersicum,G-box binding protein(GBF4),Solyc08g061480.3,Solyc08g061480.3.1,,,
101262933,Solyc07g053210.3,Solanum lycopersicum,5' exonuclease Apollo(LOC101262933),Solyc09g008770.3,Solyc09g008770.3.1,,,
101249999,Solyc03g095310.3,Solanum lycopersicum,cytochrome P450 714A1-like(LOC101249999),Solyc09g075450.3,Solyc09g075450.3.1,,,
101245157,Solyc04g078460.3,Solanum lycopersicum,probable isoaspartyl peptidase/L-asparaginase 2(LOC101245157),Solyc06g050720.3,Solyc06g050720.3.1,,,
101245158,Solyc04g079760.3,Solanum lycopersicum,uncharacterized LOC101245158(LOC101245158),Solyc01g100170.3,Solyc01g100170.3.1,,,
101260751,Solyc08g078440.3,Solanum lycopersicum,uncharacterized LOC101260751(LOC101260751),Solyc02g014860.3,Solyc02g014860.3.1,,,
544297,Solyc03g007960.3,Solanum lycopersicum,beta-carotene hydroxylase(CrtR-b2),Solyc02g092230.3,Solyc02g092230.3.1,,,
101245159,Solyc04g080540.2,Solanum lycopersicum,uncharacterized LOC101245159(LOC101245159),Solyc02g081380.3,Solyc02g081380.3.1,,,
544294,Solyc10g055410.2,Solanum lycopersicum,transcription factor(THM27),Solyc03g119660.2,Solyc03g119660.2.1,,,
101267392,Solyc03g114500.3,Solanum lycopersicum,"enolase 1, chloroplastic(LOC101267392)",Solyc04g014600.3,Solyc04g014600.3.1,,,
101268243,Solyc11g010450.2,Solanum lycopersicum,"ATP-dependent 6-phosphofructokinase 5, chloroplastic(LOC101268243)",Solyc04g007980.3,Solyc04g007980.3.1,,,
101266063,Solyc09g009260.3,Solanum lycopersicum,"fructose-1,6-bisphosphate aldolase(FBA7)",Solyc04g064870.3,Solyc04g064870.3.1,,,
101250973,Solyc12g056940.2,Solanum lycopersicum,acetyl-CoA carboxylase 1-like(LOC101250973),Solyc07g008920.3,Solyc07g008920.3.1,,,
101250974,Solyc03g098100.3,Solanum lycopersicum,aldo-keto reductase 4B(AKR4B),Solyc07g040720.3,Solyc07g040720.3.1,,,
544282,Solyc08g062450.1,Solanum lycopersicum,class II small heat shock protein Le-HSP17.6(LOC544282),Solyc08g079470.3,Solyc08g079470.3.1,,,
101256273,Solyc03g111630.3,Solanum lycopersicum,programmed cell death protein 4-like(LOC101256273),Solyc10g008270.3,Solyc10g008270.3.1,,,
101254095,Solyc05g052750.3,Solanum lycopersicum,uncharacterized LOC101254095(LOC101254095),Solyc01g111570.3,Solyc01g111570.3.1,,,
101266067,Solyc09g063090.3,Solanum lycopersicum,TONNEAU1 recruiting motif 17/20b(TRM17/20b),Solyc10g084930.2,Solyc10g084930.2.1,,,
101246478,Solyc10g006800.3,Solanum lycopersicum,cyclic nucleotide-gated ion channel 4-like(LOC101246478),Solyc02g087330.3,Solyc02g087330.3.1,,,
101249506,Solyc10g080970.2,Solanum lycopersicum,bifunctional protein FolD 2(LOC101249506),Solyc11g006030.1,Solyc11g006030.1.1,,,
101260767,Solyc09g089910.1,Solanum lycopersicum,ethylene-responsive transcription factor ERF096(LOC101260767),Solyc03g006700.3,Solyc03g006700.3.1,,,
101249507,Solyc02g093830.3,Solanum lycopersicum,"glucose-6-phosphate 1-dehydrogenase, cytoplasmic isoform(LOC101249507)",Solyc12g056250.2,Solyc12g056250.2.1,,,
101248655,Solyc12g057060.2,Solanum lycopersicum,7-deoxyloganetin glucosyltransferase-like(LOC101248655),Solyc04g051200.2,Solyc04g051200.2.1,,,
101247327,Solyc05g050560.1,Solanum lycopersicum,transcription factor bHLH13-like(LOC101247327),Solyc05g007490.3,Solyc05g007490.3.1,,,
101268692,Solyc06g072460.1,Solanum lycopersicum,uncharacterized LOC101268692(LOC101268692),Solyc05g013410.3,Solyc05g013410.3.1,,,
101260726,Solyc05g008390.3,Solanum lycopersicum,uncharacterized LOC101260726(LOC101260726),Solyc06g035960.3,Solyc06g035960.3.1,,,
101250923,Solyc09g064820.1,Solanum lycopersicum,EID1-like F-box protein 3(LOC101250923),Solyc06g060090.3,Solyc06g060090.3.1,,,
101253198,Solyc06g063060.3,Solanum lycopersicum,uncharacterized protein(LOC101253198),Solyc01g106000.3,Solyc01g106000.3.1,,,
101255376,Solyc03g097180.3,Solanum lycopersicum,uncharacterized LOC101255376(LOC101255376),Solyc01g109720.3,Solyc01g109720.3.1,,,
101258887,Solyc08g077330.3,Solanum lycopersicum,expansin-like B1(LOC101258887),Solyc02g038750.3,Solyc02g038750.3.1,,,
101250919,Solyc01g057460.3,Solanum lycopersicum,mediator of RNA polymerase II transcription subunit 15a(LOC101250919),Solyc12g014420.2,Solyc12g014420.2.1,,,
101265189,Solyc02g088620.3,Solanum lycopersicum,membrane-anchored ubiquitin-fold protein 2(LOC101265189),Solyc03g114590.3,Solyc03g114590.3.1,,,
101257550,Solyc03g115590.3,Solanum lycopersicum,uncharacterized LOC101257550(LOC101257550),Solyc05g046300.3,Solyc05g046300.3.1,,,
101268211,Solyc08g080500.3,Solanum lycopersicum,RHOMBOID-like protein 2(LOC101268211),Solyc06g061280.3,Solyc06g061280.3.1,,,
101267365,Solyc10g080670.2,Solanum lycopersicum,uncharacterized LOC101267365(LOC101267365),Solyc11g010370.1,Solyc11g010370.1.1,,,
101249935,Solyc07g053720.3,Solanum lycopersicum,S-alkyl-thiohydroximate lyase-like(LOC101249935),Solyc07g040710.3,Solyc07g040710.3.1,,,
101246420,Solyc04g071615.1,Solanum lycopersicum,Abscicic acid stress ripening protein 4(Asr4),Solyc01g096420.3,Solyc01g096420.3.1,,,
101267369,Solyc02g088550.3,Solanum lycopersicum,probable ubiquitin conjugation factor E4(LOC101267369),Solyc01g097570.2,Solyc01g097570.2.1,,,
101256218,Solyc09g082680.3,Solanum lycopersicum,dymeclin(LOC101256218),Solyc11g069720.2,Solyc11g069720.2.1,,,
101257542,Solyc03g059260.3,Solanum lycopersicum,"carboxyl-terminal-processing peptidase 3, chloroplastic(LOC101257542)",Solyc04g081570.3,Solyc04g081570.3.1,,,
101256695,Solyc08g059710.3,Solanum lycopersicum,uncharacterized LOC101256695(LOC101256695),Solyc04g082690.1,Solyc04g082690.1.1,,,
101258872,Solyc07g024000.3,Solanum lycopersicum,"probable chlorophyll(ide) b reductase NYC1, chloroplastic(LOC101258872)",Solyc05g012180.3,Solyc05g012180.3.1,,,
101265192,Solyc02g083600.3,Solanum lycopersicum,cell cycle checkpoint protein RAD17(LOC101265192),Solyc06g072610.3,Solyc06g072610.3.1,,,
101257545,Solyc03g083280.3,Solanum lycopersicum,"pentatricopeptide repeat-containing protein At3g49240, mitochondrial(LOC101257545)",Solyc06g067980.3,Solyc06g067980.3.1,,,
101265191,Solyc11g008200.1,Solanum lycopersicum,protein NUCLEAR FUSION DEFECTIVE 4-like(LOC101265191),Solyc12g043120.2,Solyc12g043120.2.1,,,
101258876,Solyc07g043150.1,Solanum lycopersicum,anthocyanidin 3-O-glucosyltransferase 2(LOC101258876),Solyc04g014570.3,Solyc04g014570.3.1,,,
101246418,Solyc04g054370.1,Solanum lycopersicum,probable E3 ubiquitin-protein ligase XERICO(LOC101246418),Solyc04g074730.1,Solyc04g074730.1.1,,,
101256691,Solyc07g063110.3,Solanum lycopersicum,beta-glucuronosyltransferase GlcAT14B(LOC101256691),Solyc05g009840.3,Solyc05g009840.3.1,,,
101253182,Solyc04g074100.3,Solanum lycopersicum,uncharacterized protein At4g22758(LOC101253182),Solyc09g010390.2,Solyc09g010390.2.1,,,
101268222,Solyc09g065760.3,Solanum lycopersicum,uncharacterized LOC101268222(LOC101268222),Solyc03g123870.3,Solyc03g123870.3.1,,,
101247741,Solyc08g074280.3,Solanum lycopersicum,uncharacterized LOC101247741(LOC101247741),Solyc03g116140.3,Solyc03g116140.3.1,,,
101268225,Solyc01g088440.2,Solanum lycopersicum,RING-H2 finger protein ATL34(LOC101268225),Solyc09g009260.3,Solyc09g009260.3.1,,,
101244237,Solyc01g095620.3,Solanum lycopersicum,hydroquinone glucosyltransferase(LOC101244237),Solyc10g075070.2,Solyc10g075070.2.1,,,
101247747,Solyc09g007760.3,Solanum lycopersicum,aquaporin PIP2-1(PIP2-1),Solyc10g084960.2,Solyc10g084960.2.1,,,
101260709,Solyc03g114860.3,Solanum lycopersicum,UDP-arabinose mutase-like protein(LOC101260709),Solyc02g088590.3,Solyc02g088590.3.1,,,
101247772,Solyc10g086410.3,Solanum lycopersicum,heat shock cognate 70 kDa protein 2(Hsc70.2),Solyc11g008260.2,Solyc11g008260.2.1,,,
101267341,Solyc09g009220.3,Solanum lycopersicum,TONNEAU1 recruiting motif 27/28a(TRM27/28a),Solyc05g055450.3,Solyc05g055450.3.1,,,
101256244,Solyc02g079030.3,Solanum lycopersicum,sphingosine kinase 2(LOC101256244),Solyc06g067970.2,Solyc06g067970.2.1,,,
101255390,Solyc04g076340.3,Solanum lycopersicum,uncharacterized LOC101255390(LOC101255390),Solyc12g088920.2,Solyc12g088920.2.1,,,
101248628,Solyc10g076660.2,Solanum lycopersicum,probable 2-oxoglutarate-dependent dioxygenase At5g05600(LOC101248628),Solyc03g111170.3,Solyc03g111170.3.1,,,
101259751,Solyc05g052490.3,Solanum lycopersicum,probable apyrase 7(LOC101259751),Solyc08g068690.1,Solyc08g068690.1.1,,,
101266012,Solyc03g116140.3,Solanum lycopersicum,activating signal cointegrator 1(LOC101266012),Solyc01g006700.3,Solyc01g006700.3.1,,,
101244264,Solyc03g096790.3,Solanum lycopersicum,autophagy-related protein 13(LOC101244264),Solyc10g080610.1,Solyc10g080610.1.1,,,
101245117,Solyc11g008430.2,Solanum lycopersicum,ras-related protein RABF1(LOC101245117),Solyc11g072100.2,Solyc11g072100.2.1,,,
101245118,Solyc02g083390.3,Solanum lycopersicum,probable prolyl 4-hydroxylase 10(LOC101245118),Solyc12g019320.2,Solyc12g019320.2.1,,,
101246430,Solyc05g051970.3,Solanum lycopersicum,uncharacterized LOC101246430(LOC101246430),Solyc12g056410.2,Solyc12g056410.2.1,,,
101265172,Solyc10g008280.3,Solanum lycopersicum,probable serine/threonine-protein kinase At1g54610(LOC101265172),Solyc04g016000.3,Solyc04g016000.3.1,,,
101258898,Solyc09g082780.3,Solanum lycopersicum,stem-specific protein TSJT1(LOC101258898),Solyc06g082780.3,Solyc06g082780.3.1,,,
101268209,Solyc08g082970.3,Solanum lycopersicum,plant UBX domain-containing protein 10(LOC101268209),Solyc03g093510.2,Solyc03g093510.2.1,,,
101245109,Solyc10g076360.1,Solanum lycopersicum,PRA1 family protein B4(LOC101245109),Solyc05g006220.3,Solyc05g006220.3.1,,,
101250927,Solyc09g091180.3,Solanum lycopersicum,"chaperonin CPN60-2, mitochondrial(LOC101250927)",Solyc01g080410.3,Solyc01g080410.3.1,,,
101266024,Solyc04g076830.3,Solanum lycopersicum,phosphoglycerate mutase-like protein 1(LOC101266024),Solyc02g090970.1,Solyc02g090970.1.1,,,
